ZIPN,ZIPA,RUCA2,ZIPTYP,PARZIP,LINF1,LINF4,TTIM1A,TTIM4A,FASTA,TDIS1A,TDIS4A,SHORTA,TTIM1B,TTIM4B,FASTB,TDIS1B,TDIS4B,SHORTB,UP1SZ,UP2SZ,FIPSST,STATE,MST,UUSZ,UTYP,POPCAT5
54106,54106,2,1,54106,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54107,54107,3,1,54107,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54110,54110,7.3,1,54110,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54111,54111,3,1,54111,2,2,2,4,1,2,3,1,2,4,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54112,54112,10.5,1,54112,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54113,54113,1,1,54113,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54114,54114,10.5,1,54114,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54115,54115,1,1,54115,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54119,54119,10.5,1,54119,2,2,6,1,2,5,1,2,6,1,2,5,1,2,-9,-9,55,WI,,-9,-9,5
54120,54120,5,1,54120,2,2,6,1,2,6,1,2,6,1,2,6,1,2,-9,-9,55,WI,,-9,-9,3
54121,54121,10.2,1,54121,2,2,6,1,2,6,1,2,6,1,2,6,1,2,-9,-9,55,WI,,-9,-9,5
54123,54123,7.3,2,54110,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,1
54124,54124,10.4,1,54124,2,2,2,3,1,2,3,1,2,3,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54125,54125,10.5,1,54125,2,2,6,2,2,6,1,2,6,2,2,6,1,2,-9,-9,55,WI,,-9,-9,4
54126,54126,2,1,54126,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54127,54127,7.3,2,54154,2,2,2,2,1,2,2,1,2,2,1,2,2,1,-9,-9,55,WI,,-9,-9,1
54128,54128,10.6,1,54128,2,2,3,5,1,3,4,1,3,5,1,3,4,1,-9,-9,55,WI,,-9,-9,5
54129,54129,3,1,54129,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54130,54130,1,1,54130,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54131,54131,1,2,54130,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54135,54135,10,1,54135,2,2,3,5,1,2,4,1,3,5,1,2,4,1,-9,-9,55,WI,,-9,-9,5
54136,54136,1,1,54136,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54137,54137,3,1,54137,2,2,1,3,1,1,3,1,1,3,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54138,54138,10,1,54138,2,2,5,5,2,4,3,2,5,5,2,4,3,2,-9,-9,55,WI,,-9,-9,4
54139,54139,10.4,1,54139,2,2,2,2,1,1,1,2,2,2,1,1,1,2,-9,-9,55,WI,,-9,-9,5
54140,54140,1,1,54140,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54141,54141,2,1,54141,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54143,54143,4,1,54143,2,-1,3,0,2,3,0,2,3,0,2,3,0,2,-9,-9,55,WI,,-9,-9,5
54149,54149,10,1,54149,2,2,5,4,2,3,3,2,5,4,2,3,3,2,-9,-9,55,WI,,-9,-9,5
54150,54150,10,1,54150,2,2,4,4,1,2,3,1,4,4,1,2,3,1,-9,-9,55,WI,,-9,-9,2
54151,54151,4,1,54151,2,-1,6,0,2,5,0,2,6,0,2,5,0,2,-9,-9,55,WI,,-9,-9,5
54152,54152,7.3,2,54165,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,1
54153,54153,7.3,1,54153,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54154,54154,7.3,1,54154,2,2,2,2,1,2,2,1,2,2,1,2,2,1,-9,-9,55,WI,,-9,-9,5
54155,54155,1,1,54155,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54156,54156,10.5,1,54156,2,2,5,1,2,5,1,2,5,1,2,5,1,2,-9,-9,55,WI,,-9,-9,5
54157,54157,5,1,54157,2,2,3,1,2,3,1,2,3,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54159,54159,5,1,54159,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54160,54160,7,2,53014,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
54161,54161,10.5,1,54161,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54162,54162,2,1,54162,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54165,54165,7.3,1,54165,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54166,54166,7,1,54166,2,2,2,5,1,2,4,1,2,5,1,2,4,1,-9,-9,55,WI,,-9,-9,5
54169,54169,1,1,54169,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54170,54170,2,1,54170,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54171,54171,2,1,54171,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54173,54173,1,1,54173,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54174,54174,10.4,1,54174,2,2,3,3,2,2,2,2,3,3,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54175,54175,10,1,54175,2,2,6,5,2,4,4,2,6,5,2,4,4,2,-9,-9,55,WI,,-9,-9,5
54177,54177,10.5,1,54177,2,2,4,2,2,4,2,2,4,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
54180,54180,2.1,1,54180,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54182,54182,3,2,54107,2,2,1,4,1,1,3,1,1,4,1,1,3,1,-9,-9,55,WI,,-9,-9,1
54201,54201,7.3,1,54201,2,2,3,3,1,1,2,1,3,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54202,54202,10.6,1,54202,2,2,6,6,1,4,5,1,6,6,1,4,5,1,-9,-9,55,WI,,-9,-9,5
54204,54204,8.3,1,54204,2,2,2,4,1,1,3,1,2,4,1,1,3,1,-9,-9,55,WI,,-9,-9,5
54205,54205,2,1,54205,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54207,54207,10.5,2,54230,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
54208,54208,2,1,54208,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54209,54209,10.6,1,54209,2,2,5,6,1,3,4,1,5,6,1,3,4,1,-9,-9,55,WI,,-9,-9,5
54210,54210,10,1,54210,2,2,6,6,1,5,6,1,6,6,1,5,6,1,-9,-9,55,WI,,-9,-9,4
54211,54211,10,2,54234,2,2,6,6,1,4,5,1,6,6,1,4,5,1,-9,-9,55,WI,,-9,-9,1
54212,54212,10,1,54212,2,2,6,6,1,4,5,1,6,6,1,4,5,1,-9,-9,55,WI,,-9,-9,4
54213,54213,8,1,54213,2,2,3,4,1,2,3,1,3,4,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54214,54214,4,2,54220,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
54215,54215,5,2,54247,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
54216,54216,10.4,1,54216,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54217,54217,2,1,54217,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54220,54220,4,1,54220,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54221,54221,4,2,54220,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
54226,54226,7,2,54235,2,2,4,5,1,2,3,1,4,5,1,2,3,1,-9,-9,55,WI,,-9,-9,1
54227,54227,5.2,1,54227,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54228,54228,5,1,54228,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54229,54229,2,1,54229,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54230,54230,10.5,1,54230,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54232,54232,7.3,2,53042,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
54234,54234,10,1,54234,2,2,6,6,1,4,5,1,6,6,1,4,5,1,-9,-9,55,WI,,-9,-9,5
54235,54235,7,1,54235,2,2,4,5,1,2,3,1,4,5,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54240,54240,2,2,54208,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,1
54241,54241,4,1,54241,2,-1,2,0,2,2,0,2,2,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
54245,54245,5,1,54245,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54246,54246,10,1,54246,2,2,6,6,1,6,6,1,6,6,1,6,6,1,-9,-9,55,WI,,-9,-9,4
54247,54247,5,1,54247,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54301,54301,1,1,54301,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54302,54302,1,1,54302,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54303,54303,1,1,54303,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54304,54304,1,1,54304,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54305,54305,1,2,54303,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54306,54306,1,2,54303,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54307,54307,1,2,54303,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54308,54308,1,2,54302,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54311,54311,1,1,54311,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54313,54313,1,1,54313,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54324,54324,1,2,54304,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54344,54344,1,2,54115,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54401,54401,1,1,54401,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54402,54402,1,2,54403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54403,54403,1,1,54403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54404,54404,4,2,54449,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,1
54405,54405,7,1,54405,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54406,54406,5,1,54406,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54407,54407,5,1,54407,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54408,54408,2,1,54408,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54409,54409,7,1,54409,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54410,54410,10.2,1,54410,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54411,54411,2,1,54411,2,2,2,2,1,1,1,1,2,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54412,54412,10.2,1,54412,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54413,54413,6,1,54413,2,2,5,1,2,3,1,2,5,1,2,3,1,2,-9,-9,55,WI,,-9,-9,3
54414,54414,10.1,1,54414,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54415,54415,10.2,2,54454,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
54416,54416,10,1,54416,2,2,3,5,1,2,3,1,3,5,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54417,54417,1,2,54403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
54418,54418,8,1,54418,2,2,4,3,2,2,2,2,4,3,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54420,54420,10.5,1,54420,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54421,54421,10.6,1,54421,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54422,54422,10.6,1,54422,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54423,54423,5,1,54423,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54424,54424,8,1,54424,2,2,4,2,2,3,2,2,4,2,2,3,2,2,-9,-9,55,WI,,-9,-9,5
54425,54425,7,1,54425,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54426,54426,2,1,54426,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54427,54427,2,1,54427,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54428,54428,10.6,1,54428,2,2,5,3,2,3,3,2,5,3,2,3,3,2,-9,-9,55,WI,,-9,-9,5
54429,54429,10.1,2,54499,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,1
54430,54430,8,1,54430,2,2,4,4,2,3,2,2,4,4,2,3,2,2,-9,-9,55,WI,,-9,-9,3
54432,54432,10.1,2,54499,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,1
54433,54433,10.6,1,54433,2,2,3,5,1,3,4,1,3,5,1,3,4,1,-9,-9,55,WI,,-9,-9,5
54434,54434,10.6,2,54433,2,2,3,5,1,3,4,1,3,5,1,3,4,1,-9,-9,55,WI,,-9,-9,1
54435,54435,5.2,1,54435,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54436,54436,10.5,1,54436,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54437,54437,10,1,54437,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54439,54439,10.6,2,54433,2,2,3,5,1,3,4,1,3,5,1,3,4,1,-9,-9,55,WI,,-9,-9,1
54440,54440,2,1,54440,2,2,1,3,1,1,1,1,1,3,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54441,54441,4,1,54441,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,4
54442,54442,5.2,1,54442,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54443,54443,5,1,54443,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54446,54446,10.5,1,54446,2,2,4,1,2,4,1,2,4,1,2,4,1,2,-9,-9,55,WI,,-9,-9,5
54447,54447,10.6,1,54447,2,2,3,4,1,2,3,1,3,4,1,2,3,1,-9,-9,55,WI,,-9,-9,4
54448,54448,2,1,54448,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54449,54449,4,1,54449,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
54450,54450,7,2,54409,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,1
54451,54451,7,1,54451,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
54452,54452,4.2,1,54452,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54454,54454,10.2,1,54454,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54455,54455,1,1,54455,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54456,54456,10,1,54456,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54457,54457,5,1,54457,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54458,54458,5,2,54407,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
54459,54459,10,1,54459,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
54460,54460,10.6,1,54460,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54462,54462,10.6,1,54462,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,3
54463,54463,8,1,54463,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,4
54464,54464,7,2,54409,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,1
54465,54465,10.6,1,54465,2,2,5,4,2,3,3,2,5,4,2,3,3,2,-9,-9,55,WI,,-9,-9,4
54466,54466,6,1,54466,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54467,54467,4,1,54467,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54469,54469,4,1,54469,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
54470,54470,8,1,54470,2,2,4,2,2,3,2,2,4,2,2,3,2,2,-9,-9,55,WI,,-9,-9,5
54471,54471,2,1,54471,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54472,54472,4,2,54449,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,1
54473,54473,5,1,54473,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54474,54474,1,1,54474,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54475,54475,4,1,54475,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54476,54476,1,1,54476,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
54479,54479,5,1,54479,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54480,54480,8,1,54480,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
54481,54481,4,1,54481,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54484,54484,5,1,54484,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54485,54485,10.6,1,54485,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,3
54486,54486,10,1,54486,2,2,2,3,1,2,2,1,2,3,1,2,2,1,-9,-9,55,WI,,-9,-9,5
54487,54487,7.4,1,54487,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54488,54488,10.5,1,54488,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54489,54489,5,1,54489,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54490,54490,8,1,54490,2,2,5,3,2,4,2,2,5,3,2,4,2,2,-9,-9,55,WI,,-9,-9,4
54491,54491,10.6,1,54491,2,2,5,4,2,3,3,2,5,4,2,3,3,2,-9,-9,55,WI,,-9,-9,5
54492,54492,4,2,54467,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
54493,54493,10,1,54493,2,2,3,3,2,3,2,2,3,3,2,3,2,2,-9,-9,55,WI,,-9,-9,4
54494,54494,4,1,54494,2,-1,3,0,2,3,0,2,3,0,2,3,0,2,-9,-9,55,WI,,-9,-9,5
54495,54495,4,1,54495,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
54498,54498,10.6,1,54498,2,2,3,3,1,3,2,2,3,3,1,3,2,2,-9,-9,55,WI,,-9,-9,5
54499,54499,10.1,1,54499,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54501,54501,8,1,54501,2,2,4,3,2,4,2,2,4,3,2,4,2,2,-9,-9,55,WI,,-9,-9,5
54511,54511,10,1,54511,2,2,6,4,2,5,3,2,6,4,2,5,3,2,-9,-9,55,WI,,-9,-9,5
54512,54512,10,1,54512,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,4
54513,54513,10,1,54513,2,2,4,3,2,4,3,2,4,3,2,4,3,2,-9,-9,55,WI,,-9,-9,3
54514,54514,10,1,54514,2,2,6,6,2,6,6,2,6,6,2,6,6,2,-9,-9,55,WI,,-9,-9,5
54515,54515,10,1,54515,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,4
54517,54517,8,1,54517,2,2,6,6,1,6,6,1,6,6,1,6,6,1,-9,-9,55,WI,,-9,-9,2
54519,54519,10,1,54519,2,2,6,6,2,6,4,2,6,6,2,6,4,2,-9,-9,55,WI,,-9,-9,5
54520,54520,10,1,54520,2,2,6,4,2,4,4,2,6,4,2,4,4,2,-9,-9,55,WI,,-9,-9,5
54521,54521,10,1,54521,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,5
54524,54524,10,1,54524,2,2,6,6,2,6,5,2,6,6,2,6,5,2,-9,-9,55,WI,,-9,-9,4
54525,54525,7,2,54550,2,2,6,6,2,6,6,1,6,6,2,6,6,1,-9,-9,55,WI,,-9,-9,1
54526,54526,8,1,54526,2,2,5,6,1,4,5,1,5,6,1,4,5,1,-9,-9,55,WI,,-9,-9,4
54527,54527,10,1,54527,2,2,6,6,2,6,6,2,6,6,2,6,6,2,-9,-9,55,WI,,-9,-9,4
54529,54529,10,1,54529,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
54530,54530,8,1,54530,2,2,5,5,1,4,5,1,5,5,1,4,5,1,-9,-9,55,WI,,-9,-9,4
54531,54531,10,1,54531,2,2,4,3,2,4,3,2,4,3,2,4,3,2,-9,-9,55,WI,,-9,-9,5
54532,54532,7.4,2,54487,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
54534,54534,7,1,54534,2,2,6,6,2,6,6,1,6,6,2,6,6,1,-9,-9,55,WI,,-9,-9,5
54536,54536,8,1,54536,2,2,6,6,2,6,6,1,6,6,2,6,6,1,-9,-9,55,WI,,-9,-9,3
54537,54537,10,1,54537,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,4
54538,54538,10,1,54538,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,5
54539,54539,10,1,54539,2,2,5,3,2,4,3,2,5,3,2,4,3,2,-9,-9,55,WI,,-9,-9,5
54540,54540,10,1,54540,2,2,6,6,2,6,5,2,6,6,2,6,5,2,-9,-9,55,WI,,-9,-9,5
54541,54541,10,1,54541,2,2,6,3,2,5,3,2,6,3,2,5,3,2,-9,-9,55,WI,,-9,-9,5
54542,54542,10,1,54542,2,2,6,3,2,6,2,2,6,3,2,6,2,2,-9,-9,55,WI,,-9,-9,4
54543,54543,8,2,54501,2,2,4,3,2,4,2,2,4,3,2,4,2,2,-9,-9,55,WI,,-9,-9,1
54545,54545,10,1,54545,2,2,6,5,2,6,4,2,6,5,2,6,4,2,-9,-9,55,WI,,-9,-9,4
54546,54546,10.6,1,54546,2,2,6,6,1,5,6,1,6,6,1,5,6,1,-9,-9,55,WI,,-9,-9,5
54547,54547,10,1,54547,2,2,6,6,2,6,5,2,6,6,2,6,5,2,-9,-9,55,WI,,-9,-9,5
54548,54548,10,1,54548,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
54550,54550,7,1,54550,2,2,6,6,2,6,6,1,6,6,2,6,6,1,-9,-9,55,WI,,-9,-9,4
54552,54552,10,1,54552,2,2,6,6,2,6,5,2,6,6,2,6,5,2,-9,-9,55,WI,,-9,-9,5
54554,54554,10,1,54554,2,2,6,5,2,6,4,2,6,5,2,6,4,2,-9,-9,55,WI,,-9,-9,5
54555,54555,10,1,54555,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,5
54556,54556,10,1,54556,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
54557,54557,10,1,54557,2,2,6,6,2,6,5,2,6,6,2,6,5,2,-9,-9,55,WI,,-9,-9,4
54558,54558,10,1,54558,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,5
54559,54559,8,1,54559,2,2,6,6,1,6,6,1,6,6,1,6,6,1,-9,-9,55,WI,,-9,-9,4
54560,54560,10,1,54560,2,2,6,5,2,5,4,2,6,5,2,5,4,2,-9,-9,55,WI,,-9,-9,4
